seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	31769982	31770116	135	*	X00664	9410	31732415	31769644	37230	-	337	upstream	337	SNRNP40
chr1	31846528	31846629	102	*	X00665	2170	31838100	31845923	7824	-	604	upstream	604	FABP3
chr1	32169954	32170088	135	*	X00672	1307	32117848	32169768	51921	-	185	upstream	185	COL16A1
chr1	32226214	32226293	80	*	X00675	100423028	32224261	32224336	76	-	1877	upstream	1877	MIR4254
chr1	32228679	32229593	915	*	X00679	576	32192718	32229648	36931	-	0	inside	54	ADGRB2
chr1	32229624	32229758	135	*	X00680	576	32192718	32229648	36931	-	0	overlapStart	0	ADGRB2
chr1	32230024	32230173	150	*	X00681	576	32192718	32229648	36931	-	375	upstream	375	ADGRB2
chr1	32404415	32404534	120	*	X00692	8073	32372022	32403988	31967	-	426	upstream	426	PTP4A2
chr1	32478845	32479159	315	*	X00693	10657	32479295	32526460	47166	+	135	upstream	135	KHDRBS1
chr1	32538790	32539209	420	*	X00694	55116	32538503	32568467	29965	+	0	inside	286	TMEM39B
chr1	32645545	32645649	105	*	X00695	200081	32645345	32663886	18542	+	0	inside	199	TXLNA
chr1	32665889	32666008	120	*	X00696	79140	32666202	32670991	4790	+	193	upstream	193	CCDC28B
chr1	32666474	32666668	195	*	X00697	79140	32666202	32670991	4790	+	0	inside	271	CCDC28B
chr1	32686589	32686693	105	*	X00699	8668	32687185	32697205	10021	+	491	upstream	491	EIF3I
chr1	32687579	32687698	120	*	X00700	56063	32680078	32687926	7849	-	0	inside	227	TMEM234
chr1	32687857	32687961	105	*	X00701	56063	32680078	32687926	7849	-	0	overlapStart	0	TMEM234
chr1	32688247	32688351	105	*	X00702	56063	32680078	32687926	7849	-	320	upstream	320	TMEM234
chr1	32706884	32707018	135	*	X00704	339483	32697261	32707311	10051	-	0	inside	292	MTMR9LP
chr1	32757650	32757739	90	*	X00705	3065	32757708	32799224	41517	+	0	overlapStart	0	HDAC1
chr1	32757980	32758228	249	*	X00706	3065	32757708	32799224	41517	+	0	inside	271	HDAC1
chr1	32801690	32801839	150	*	X00711	65108	32799430	32801840	2411	-	0	inside	0	MARCKSL1
chr1	32801909	32802013	105	*	X00712	65108	32799430	32801840	2411	-	68	upstream	68	MARCKSL1
chr1	32802035	32802139	105	*	X00713	65108	32799430	32801840	2411	-	194	upstream	194	MARCKSL1
chr1	32859704	32859958	255	*	X00716	55108	32830705	32860062	29358	-	0	inside	103	BSDC1
chr1	32860004	32860138	135	*	X00717	55108	32830705	32860062	29358	-	0	overlapStart	0	BSDC1
chr1	33116803	33116892	90	*	X00721	5928	33116749	33151812	35064	+	0	inside	53	RBBP4
chr1	33116803	33116892	90	*	X00721	339487	33065773	33116185	50413	-	617	upstream	617	ZBTB8OS
chr1	33168449	33168568	120	*	X00723	81493	33145507	33168361	22855	-	87	upstream	87	SYNC
chr1	33168644	33168748	105	*	X00724	81493	33145507	33168361	22855	-	282	upstream	282	SYNC
chr1	33168824	33168973	150	*	X00725	81493	33145507	33168361	22855	-	462	upstream	462	SYNC
chr1	33207274	33207408	135	*	X00726	57648	33207512	33240571	33060	+	103	upstream	103	KIAA1522
chr1	33283189	33283428	240	*	X00728	64766	33283043	33324480	41438	+	0	inside	145	S100PBP
chr1	33283189	33283428	240	*	X00728	8565	33240840	33283633	42794	-	0	inside	204	YARS1
chr1	33283759	33283893	135	*	X00729	8565	33240840	33283633	42794	-	125	upstream	125	YARS1
chr1	33352021	33352023	3	*	X00731	3208	33352098	33360247	8150	+	74	upstream	74	HPCA
chr1	33352129	33352248	120	*	X00732	3208	33352098	33360247	8150	+	0	inside	30	HPCA
chr1	33366779	33367153	375	*	X00736	113452	33360196	33366953	6758	-	0	overlapStart	0	TMEM54
chr1	33546697	33546846	150	*	X00737	113451	33546714	33586131	39418	+	0	overlapStart	0	AZIN2
chr1	33647302	33647571	270	*	X00742	55223	33611003	33647671	36669	-	0	inside	99	TRIM62
chr1	33648382	33648438	57	*	X00743	55223	33611003	33647671	36669	-	710	upstream	710	TRIM62
chr1	33721204	33721274	71	*	X00744	149076	33722174	33766320	44147	+	899	upstream	899	ZNF362
chr1	33721755	33721780	26	*	X00745	149076	33722174	33766320	44147	+	393	upstream	393	ZNF362
chr1	33938367	33938606	240	*	X00757	7579	33938232	33961995	23764	+	0	inside	134	ZSCAN20
chr1	34630989	34631003	15	*	X00760	84970	34632624	34684731	52108	+	1620	upstream	1620	C1orf94
chr1	35246831	35246880	50	*	X00761	2707	35246790	35251967	5178	+	0	inside	40	GJB3
chr1	35450860	35450964	105	*	X00767	100506144	35447127	35450948	3822	-	0	overlapStart	0	TMEM35B
chr1	35450860	35450964	105	*	X00767	653160	35441300	35450948	9649	-	0	overlapStart	0	LOC653160
chr1	35497244	35497378	135	*	X00768	9204	35449368	35497569	48202	-	0	inside	190	ZMYM6
chr1	35734854	35735153	300	*	X00771	9202	35734568	35887545	152978	+	0	inside	285	ZMYM4
chr1	36022921	36023085	165	*	X00772	23154	36023393	36032380	8988	+	307	upstream	307	NCDN
chr1	36024099	36024188	90	*	X00773	79932	35899091	36023551	124461	-	547	upstream	547	KIAA0319L
chr1	36024316	36024435	120	*	X00774	79932	35899091	36023551	124461	-	764	upstream	764	KIAA0319L
chr1	36024496	36024670	175	*	X00775	79932	35899091	36023551	124461	-	944	upstream	944	KIAA0319L
chr1	36025194	36025244	51	*	X00776	79932	35899091	36023551	124461	-	1642	upstream	1642	KIAA0319L
chr1	36038671	36038805	135	*	X00777	339488	36038971	36060927	21957	+	165	upstream	165	TFAP2E
chr1	36184750	36184869	120	*	X00782	127703	36179477	36184790	5314	-	0	overlapStart	0	C1orf216
chr1	36235495	36235614	120	*	X00784	63967	36197713	36235551	37839	-	0	overlapStart	0	CLSPN
chr1	36273342	36273461	120	*	X00785	192670	36273828	36323490	49663	+	366	upstream	366	AGO4
chr1	36396292	36396381	90	*	X00788	192669	36396319	36522063	125745	+	0	overlapStart	0	AGO3
chr1	36549928	36550047	120	*	X00790	27285	36549676	36553876	4201	+	0	inside	251	TEKT2
chr1	36553883	36553905	23	*	X00791	54936	36554453	36559533	5081	+	547	upstream	547	ADPRHL2
chr1	36554161	36554306	146	*	X00792	54936	36554453	36559533	5081	+	146	upstream	146	ADPRHL2
chr1	36620717	36620857	141	*	X00798	55700	36621803	36646441	24639	+	945	upstream	945	MAP7D1
chr1	36621038	36621157	120	*	X00799	55700	36621803	36646441	24639	+	645	upstream	645	MAP7D1
chr1	36621638	36621727	90	*	X00800	55700	36621803	36646441	24639	+	75	upstream	75	MAP7D1
chr1	36621638	36621727	90	*	X00800	27095	36602170	36621654	19485	-	0	overlapStart	0	TRAPPC3
chr1	36622157	36622411	255	*	X00801	27095	36602170	36621654	19485	-	502	upstream	502	TRAPPC3
chr1	36623337	36623501	165	*	X00802	27095	36602170	36621654	19485	-	1682	upstream	1682	TRAPPC3
chr1	36690179	36690313	135	*	X00806	9967	36690017	36770957	80941	+	0	inside	161	THRAP3
chr1	36789854	36789915	62	*	X00814	55194	36787632	36789755	2124	-	98	upstream	98	EVA1B
chr1	36851197	36851316	120	*	X00817	83931	36805225	36851485	46261	-	0	inside	168	STK40
chr1	36851467	36851551	85	*	X00818	83931	36805225	36851485	46261	-	0	overlapStart	0	STK40
chr1	36851707	36851826	120	*	X00819	83931	36805225	36851485	46261	-	221	upstream	221	STK40
chr1	36930183	36930302	120	*	X00822	64960	36921362	36930040	8679	-	142	upstream	142	MRPS15
chr1	37940294	37940428	135	*	X00823	80149	37940119	37949978	9860	+	0	inside	174	ZC3H12A
chr1	37940294	37940428	135	*	X00823	728431	37920480	37940044	19565	-	249	upstream	249	LINC01137
chr1	38157528	38157617	90	*	X00827	55143	38158073	38175391	17319	+	455	upstream	455	CDCA8
chr1	38157528	38157617	90	*	X00827	54955	38147242	38157888	10647	-	0	inside	270	C1orf109
chr1	38157949	38158068	120	*	X00828	55143	38158073	38175391	17319	+	4	upstream	4	CDCA8
chr1	38157949	38158068	120	*	X00828	54955	38147242	38157888	10647	-	60	upstream	60	C1orf109
chr1	38158458	38158547	90	*	X00829	54955	38147242	38157888	10647	-	569	upstream	569	C1orf109
chr1	38158864	38158998	135	*	X00830	54955	38147242	38157888	10647	-	975	upstream	975	C1orf109
chr1	38259447	38259481	35	*	X00831	149175	38259774	38267278	7505	+	292	upstream	292	MANEAL
chr1	38274009	38274218	210	*	X00832	79693	38268614	38273865	5252	-	143	upstream	143	YRDC
chr1	38274249	38274308	60	*	X00833	79693	38268614	38273865	5252	-	383	upstream	383	YRDC
chr1	38274414	38274518	105	*	X00834	79693	38268614	38273865	5252	-	548	upstream	548	YRDC
chr1	38325043	38325147	105	*	X00835	4520	38275239	38325292	50054	-	0	inside	144	MTF1
chr1	38412436	38412630	195	*	X00840	3633	38326369	38412729	86361	-	0	inside	98	INPP5B
chr1	38471121	38471450	330	*	X00844	2275	38462442	38471187	8746	-	0	overlapStart	0	FHL3
chr1	38512580	38512602	23	*	X00845	5453	38509523	38512450	2928	-	129	upstream	129	POU3F1
chr1	39407240	39407359	120	*	X00849	54933	39351479	39407456	55978	-	0	inside	96	RHBDL2
chr1	39456346	39456448	103	*	X00850	79647	39456916	39471737	14822	+	467	upstream	467	AKIRIN1
chr1	39456704	39456838	135	*	X00851	79647	39456916	39471737	14822	+	77	upstream	77	AKIRIN1
chr1	39546557	39547156	600	*	X00854	23499	39547089	39952810	405722	+	0	overlapStart	0	MACF1
chr1	39874278	39874427	150	*	X00861	643314	39875176	39882154	6979	+	748	upstream	748	KIAA0754
chr1	40025142	40025306	165	*	X00865	728448	39987952	40025370	37419	-	0	inside	63	PPIEL
chr1	40042201	40042275	75	*	X00867	8761	40026485	40042521	16037	-	0	inside	245	PABPC4
chr1	40042617	40042751	135	*	X00868	8761	40026485	40042521	16037	-	95	upstream	95	PABPC4
chr1	40105083	40105202	120	*	X00870	26508	40089103	40105348	16246	-	0	inside	145	HEYL
chr1	40105293	40105394	102	*	X00871	26508	40089103	40105348	16246	-	0	overlapStart	0	HEYL
chr1	40204462	40204611	150	*	X00873	10450	40204517	40229586	25070	+	0	overlapStart	0	PPIE
chr1	40204627	40204746	120	*	X00874	10450	40204517	40229586	25070	+	0	inside	109	PPIE
chr1	40367737	40367781	45	*	X00875	4610	40361096	40367687	6592	-	49	upstream	49	MYCL
chr1	40420696	40420705	10	*	X00876	84879	40420784	40435628	14845	+	78	upstream	78	MFSD2A
chr1	40420761	40420845	85	*	X00877	84879	40420784	40435628	14845	+	0	overlapStart	0	MFSD2A
chr1	40421071	40421190	120	*	X00878	84879	40420784	40435628	14845	+	0	inside	286	MFSD2A
chr1	40506124	40506213	90	*	X00881	10487	40506255	40538321	32067	+	41	upstream	41	CAP1
chr1	40723781	40723900	120	*	X00882	10269	40723722	40759856	36135	+	0	inside	58	ZMPSTE24
chr1	40839164	40839283	120	*	X00884	64744	40839378	40888998	49621	+	94	upstream	94	SMAP2
chr1	40942988	40943137	150	*	X00891	339559	40943302	40962015	18714	+	164	upstream	164	ZFP69
chr1	41131379	41131605	227	*	X00894	9783	41086352	41131324	44973	-	54	upstream	54	RIMS3
chr1	41158014	41158103	90	*	X00895	100130557	41154752	41157933	3182	-	80	upstream	80	NFYC-AS1
chr1	41248951	41249100	150	*	X00898	9132	41249684	41306124	56441	+	583	upstream	583	KCNQ4
chr1	41328088	41328149	62	*	X00904	163732	41326728	41328018	1291	-	69	upstream	69	CITED4
chr1	41445260	41445349	90	*	X00905	1503	41445007	41478235	33229	+	0	inside	252	CTPS1
chr1	41707804	41707867	64	*	X00908	22955	41492871	41707815	214945	-	0	overlapStart	0	SCMH1
chr1	41707957	41708103	147	*	X00909	22955	41492871	41707815	214945	-	141	upstream	141	SCMH1
chr1	42501306	42501410	105	*	X00914	59269	41972036	42501596	529561	-	0	inside	185	HIVEP3
chr1	42501516	42501590	75	*	X00915	59269	41972036	42501596	529561	-	0	inside	5	HIVEP3
chr1	42502180	42502284	105	*	X00916	59269	41972036	42501596	529561	-	583	upstream	583	HIVEP3
chr1	42801171	42801290	120	*	X00920	22887	42642210	42801548	159339	-	0	inside	257	FOXJ3
chr1	42846010	42846266	257	*	X00921	284716	42846468	42889900	43433	+	201	upstream	201	RIMKLA
chr1	43148214	43148303	90	*	X00922	4904	43148066	43168020	19955	+	0	inside	147	YBX1
chr1	43231350	43231454	105	*	X00925	79078	43232916	43241413	8498	+	1461	upstream	1461	C1orf50
chr1	43231605	43231724	120	*	X00926	79078	43232916	43241413	8498	+	1191	upstream	1191	C1orf50
chr1	43232010	43232114	105	*	X00927	79078	43232916	43241413	8498	+	801	upstream	801	C1orf50
chr1	43232610	43232714	105	*	X00928	79078	43232916	43241413	8498	+	201	upstream	201	C1orf50
chr1	43232610	43232714	105	*	X00928	64175	43212006	43232755	20750	-	0	inside	40	P3H1
chr1	43282650	43282784	135	*	X00931	114625	43282776	43310660	27885	+	0	overlapStart	0	ERMAP
chr1	43282650	43282784	135	*	X00931	374969	43272723	43283059	10337	-	0	inside	274	SVBP
chr1	43283101	43283235	135	*	X00932	374969	43272723	43283059	10337	-	41	upstream	41	SVBP
chr1	43312436	43312720	285	*	X00933	51058	43312244	43318146	5903	+	0	inside	191	ZNF691
chr1	43423335	43423514	180	*	X00936	440584	43424720	43449029	24310	+	1205	upstream	1205	SLC2A1-AS1
chr1	43424630	43424764	135	*	X00937	440584	43424720	43449029	24310	+	0	overlapStart	0	SLC2A1-AS1
chr1	43424630	43424764	135	*	X00937	6513	43391046	43424847	33802	-	0	inside	82	SLC2A1
chr1	43613785	43613904	120	*	X00943	440585	43613594	43622067	8474	+	0	inside	190	FAM183A
chr1	43638190	43638414	225	*	X00944	149465	43638001	43720029	82029	+	0	inside	188	CFAP57
chr1	43766242	43766387	146	*	X00945	7075	43766566	43791552	24987	+	178	upstream	178	TIE1
chr1	43766403	43766627	225	*	X00946	7075	43766566	43791552	24987	+	0	overlapStart	0	TIE1
chr1	43823780	43823839	60	*	X00951	991	43824626	43828873	4248	+	786	upstream	786	CDC20
chr1	43824315	43824434	120	*	X00952	991	43824626	43828873	4248	+	191	upstream	191	CDC20
chr1	43824710	43824799	90	*	X00953	991	43824626	43828873	4248	+	0	inside	83	CDC20
chr1	43833275	43833619	345	*	X00957	64834	43829068	43833745	4678	-	0	inside	125	ELOVL1
chr1	43833680	43833874	195	*	X00958	64834	43829068	43833745	4678	-	0	overlapStart	0	ELOVL1
chr1	43853835	43853969	135	*	X00959	23334	43855556	43919918	64363	+	1586	upstream	1586	SZT2
chr1	43855155	43855289	135	*	X00960	23334	43855556	43919918	64363	+	266	upstream	266	SZT2
chr1	43855155	43855289	135	*	X00960	112950	43849579	43855483	5905	-	0	inside	193	MED8
chr1	43855657	43855746	90	*	X00961	23334	43855556	43919918	64363	+	0	inside	100	SZT2
chr1	43855657	43855746	90	*	X00961	112950	43849579	43855483	5905	-	173	upstream	173	MED8
chr1	43919506	43919595	90	*	X00963	81888	43916674	43919660	2987	-	0	inside	64	HYI
chr1	43996465	43996569	105	*	X00964	5792	43996547	44089343	92797	+	0	overlapStart	0	PTPRF
chr1	43996691	43997380	690	*	X00965	5792	43996547	44089343	92797	+	0	inside	143	PTPRF
chr1	44114869	44114881	13	*	X00967	9682	44115797	44171189	55393	+	915	upstream	915	KDM4A
chr1	44115969	44116088	120	*	X00968	9682	44115797	44171189	55393	+	0	inside	171	KDM4A
chr1	44399029	44399163	135	*	X00970	9048	44398992	44402912	3921	+	0	inside	36	ARTN
chr1	44435544	44435663	120	*	X00974	1802	44435653	44439043	3391	+	0	overlapStart	0	DPH2
chr1	44439997	44440101	105	*	X00976	533	44440602	44443972	3371	+	500	upstream	500	ATP6V0B
chr1	44444316	44444480	165	*	X00979	8704	44444874	44456843	11970	+	393	upstream	393	B4GALT2
chr1	44445126	44445335	210	*	X00980	8704	44444874	44456843	11970	+	0	inside	251	B4GALT2
chr1	44456857	44456976	120	*	X00982	149473	44457280	44462198	4919	+	303	upstream	303	CCDC24
chr1	44457397	44457531	135	*	X00983	149473	44457280	44462198	4919	+	0	inside	116	CCDC24
chr1	44496893	44496997	105	*	X00988	6536	44457172	44497164	39993	-	0	inside	166	SLC6A9
chr1	44497133	44497282	150	*	X00989	6536	44457172	44497164	39993	-	0	overlapStart	0	SLC6A9
chr1	44679237	44679326	90	*	X00991	55929	44679125	44686351	7227	+	0	inside	111	DMAP1
chr1	44870742	44870755	14	*	X00993	55182	44870960	45117396	246437	+	204	upstream	204	RNF220
chr1	44871244	44871363	120	*	X00994	55182	44870960	45117396	246437	+	0	inside	283	RNF220
chr1	45139808	45139987	180	*	X01002	339541	45140394	45191263	50870	+	406	upstream	406	ARMH1
chr1	45139808	45139987	180	*	X01002	79639	45119501	45140099	20599	-	0	inside	111	TMEM53
chr1	45265882	45266091	210	*	X01003	1263	45266036	45271667	5632	+	0	overlapStart	0	PLK3
chr1	45273627	45273666	40	*	X01008	149478	45274154	45279801	5648	+	487	upstream	487	BTBD19
chr1	45273627	45273666	40	*	X01008	343521	45271586	45272957	1372	-	669	upstream	669	TCTEX1D4
chr1	45274109	45274213	105	*	X01009	149478	45274154	45279801	5648	+	0	overlapStart	0	BTBD19
chr1	45274109	45274213	105	*	X01009	343521	45271586	45272957	1372	-	1151	upstream	1151	TCTEX1D4
chr1	45308589	45308693	105	*	X01014	8643	45285516	45308616	23101	-	0	overlapStart	0	PTCH2
chr1	45309024	45309158	135	*	X01015	8643	45285516	45308616	23101	-	407	upstream	407	PTCH2
chr1	45476006	45476170	165	*	X01017	7389	45477805	45481341	3537	+	1634	upstream	1634	UROD
chr1	45478466	45478555	90	*	X01018	79654	45468220	45477027	8808	-	1438	upstream	1438	HECTD3
chr1	45672317	45672436	120	*	X01019	57643	45482076	45672250	190175	-	66	upstream	66	ZSWIM5
chr1	45769328	45769687	360	*	X01020	400752	45769582	45771291	1710	+	0	overlapStart	0	LINC01144
chr1	45792457	45792561	105	*	X01021	84842	45792545	45794346	1802	+	0	overlapStart	0	HPDL
chr1	45805444	45805593	150	*	X01022	114034	45805342	45809650	4309	+	0	inside	101	TOE1
chr1	45956806	45956910	105	*	X01023	10420	45809555	45956840	147286	-	0	overlapStart	0	TESK2
chr1	46049602	46049736	135	*	X01025	4678	46049660	46084578	34919	+	0	overlapStart	0	NASP
chr1	46152188	46152307	120	*	X01027	51249	46153847	46160108	6262	+	1539	upstream	1539	TMEM69
chr1	46152188	46152307	120	*	X01027	60313	46092976	46152302	59327	-	0	overlapStart	0	GPBP1L1
chr1	46152338	46152457	120	*	X01028	51249	46153847	46160108	6262	+	1389	upstream	1389	TMEM69
chr1	46152338	46152457	120	*	X01028	60313	46092976	46152302	59327	-	35	upstream	35	GPBP1L1
chr1	46152548	46152652	105	*	X01029	51249	46153847	46160108	6262	+	1194	upstream	1194	TMEM69
chr1	46152548	46152652	105	*	X01029	60313	46092976	46152302	59327	-	245	upstream	245	GPBP1L1
chr1	46153987	46154091	105	*	X01030	51249	46153847	46160108	6262	+	0	inside	139	TMEM69
chr1	46153987	46154091	105	*	X01030	60313	46092976	46152302	59327	-	1684	upstream	1684	GPBP1L1
chr1	46269312	46269386	75	*	X01032	23139	46269285	46501796	232512	+	0	inside	26	MAST2
chr1	46712772	46712786	15	*	X01044	8438	46713367	46744145	30779	+	580	upstream	580	RAD54L
chr1	46712847	46712981	135	*	X01045	8438	46713367	46744145	30779	+	385	upstream	385	RAD54L
chr1	46713003	46713242	240	*	X01046	8438	46713367	46744145	30779	+	124	upstream	124	RAD54L
chr1	46713513	46713782	270	*	X01047	8438	46713367	46744145	30779	+	0	inside	145	RAD54L
chr1	46767408	46767767	360	*	X01049	7388	46769380	46782447	13068	+	1612	upstream	1612	UQCRH
chr1	46768128	46768247	120	*	X01050	7388	46769380	46782447	13068	+	1132	upstream	1132	UQCRH
chr1	46768638	46768802	165	*	X01051	7388	46769380	46782447	13068	+	577	upstream	577	UQCRH
chr1	46768638	46768802	165	*	X01051	10489	46744072	46769038	24967	-	0	inside	235	LRRC41
chr1	47799488	47799562	75	*	X01065	51727	47799469	47844511	45043	+	0	inside	18	CMPK1
chr1	48463314	48463418	105	*	X01069	388630	48226200	48462562	236363	-	751	upstream	751	TRABD2B
chr1	48937570	48937839	270	*	X01070	54558	48761044	48937876	176833	-	0	inside	36	SPATA6
chr1	48937855	48938109	255	*	X01071	54558	48761044	48937876	176833	-	0	overlapStart	0	SPATA6
chr1	50889948	50889954	7	*	X01074	63950	50883223	50889119	5897	-	828	upstream	828	DMRTA2
chr1	51433389	51433493	105	*	X01075	1031	51433608	51440309	6702	+	114	upstream	114	CDKN2C
chr1	51702034	51702198	165	*	X01081	26994	51701945	51739119	37175	+	0	inside	88	RNF11
chr1	51984925	51985033	109	*	X01085	2060	51819935	51984995	165061	-	0	overlapStart	0	EPS15
chr1	52344352	52344441	90	*	X01090	4898	52254866	52344609	89744	-	0	inside	167	NRDC
chr1	52521048	52521167	120	*	X01099	91408	52521857	52556388	34532	+	689	upstream	689	BTF3L4
chr1	52522005	52522139	135	*	X01100	91408	52521857	52556388	34532	+	0	inside	147	BTF3L4
chr1	52522005	52522139	135	*	X01100	51060	52485804	52521843	36040	-	161	upstream	161	TXNDC12
chr1	52607493	52607627	135	*	X01101	9372	52607766	52812358	204593	+	138	upstream	138	ZFYVE9
chr1	52870058	52870177	120	*	X01103	84950	52870219	52883992	13774	+	41	upstream	41	PRPF38A
chr1	52870058	52870177	120	*	X01103	4998	52838501	52870143	31643	-	0	overlapStart	0	ORC1
chr1	53018749	53019393	645	*	X01104	23318	52888948	53019130	130183	-	0	overlapStart	0	TUT4
chr1	53019498	53019602	105	*	X01105	23318	52888948	53019130	130183	-	367	upstream	367	TUT4
chr1	53067938	53068042	105	*	X01106	2882	53068043	53074723	6681	+	0	upstream	0	GPX7
chr1	53098945	53098952	8	*	X01108	348378	53099066	53135339	36274	+	113	upstream	113	SHISAL2A
chr1	53163616	53163765	150	*	X01109	65260	53152014	53164038	12025	-	0	inside	272	COA7
chr1	53191982	53192176	195	*	X01110	79699	53192131	53293013	100883	+	0	overlapStart	0	ZYG11B
chr1	53192252	53192565	314	*	X01111	79699	53192131	53293013	100883	+	0	inside	120	ZYG11B
chr1	53308239	53308433	195	*	X01112	440590	53308183	53360247	52065	+	0	inside	55	ZYG11A
chr1	53392821	53392940	120	*	X01115	6342	53392901	53517289	124389	+	0	overlapStart	0	SCP2
chr1	53392821	53392940	120	*	X01115	55268	53361582	53392851	31270	-	0	overlapStart	0	ECHDC2
chr1	53527274	53527393	120	*	X01116	127435	53527724	53551174	23451	+	330	upstream	330	PODN
chr1	53527709	53527903	195	*	X01117	127435	53527724	53551174	23451	+	0	overlapStart	0	PODN
chr1	53527979	53528098	120	*	X01118	127435	53527724	53551174	23451	+	0	inside	254	PODN
